artist	title
Regina Spektor	Human Of The Year (Album Version)
Vampire Weekend	Holiday
Owl City	Tidal Wave
The Roots / Erykah Badu	You Got Me
Boston	Can'tcha Say (You Believe In Me) / Still In Love
Marc Anthony	Un Mal Sueño
K'Naan	Take A Minute
Ginuwine	Differences
Bobby Valentino	Slow Down
The Everly Brothers	Wake Up Little Suzie
Nightwish	Nemo
Silk	Meeting In My Bedroom (LP Version)
Owl City	Umbrella Beach
Enrique Iglesias / Lil Wayne	Push
Tokyo Police Club	Citizens Of Tomorrow
1990s	Weed
The Wombats	Moving To New York (album version)
Starfield	Reign In Us
Molotov	Frijolero
Soundgarden	Ty Cobb
Little People	Intermezzo
Molotov	Marciano (I Turned Into A Martian)
Telefon Tel Aviv	My Week Beats Your Year
Vampire Weekend	White Sky
Stone Temple Pilots	Naked Sunday (LP Version)
In Flames	The Quiet Place
Vampire Weekend	Giving Up The Gun
Phoenix	Fences
Titus Andronicus	No Future Part Three: Escape from No Future
José González	Deadweight On Velveteen
Gotan Project	Lunático
Regina Spektor	The Calculation (Album Version)
Regina Spektor	Man Of A Thousand Faces (Album Version)
Air France	No Way Down
Me First And The Gimme Gimmes	Uptown Girl
Alexi Murdoch	Breathe
Binary Star	Reality Check
Immortal Technique	Reverse Pimpology
Vampire Weekend	Taxi Cab
Zac Brown Band	Jolene (Album)
Rick Ross / T-Pain	The Boss
Aesop Rock	Daylight
The Strokes	Someday
Iron Maiden	Transylvania (1998 Digital Remaster)
Vampire Weekend	Run
Jay-Z	Threat
T.I.	Why You Wanna (Amended Album Version)
Björk	Army of Me
Winger	Headed For A Heartbreak
Yung Joc	I'm Him [Explicit Album Version]
Steely Dan	FM
Muse	Invincible
Pulp	Pencil Skirt
Third Eye Blind	Faster [Explicit Version]
Nine Inch Nails	Piggy
Placebo	The Bitter End
Phil Collins	Al Di Fuori Di Me
Infected Mushroom	Special Place
Bon Jovi	Lay Your Hands On Me
Nine Inch Nails	I Do Not Want This
Flogging Molly	Every Dog Has Its Day
Nine Inch Nails	Hurt
Brian Regan	Belly Buttons
Billy Talent	Surrender
Queens Of The Stone Age	Auto Pilot
Nine Inch Nails	Closer
Cradle Of Filth	Filthy Little Secret (Album Version)
Margaret Becker	Steps Of Faith
Mya	Ride & Shake
HAMMERFALL	Hallowed Be My Name
Foo Fighters	All My Life
Nine Inch Nails	Dead Souls (LP Version)
White Denim	Transparency
Hannah Montana	Rock Star
Fort Minor (Featuring Common And Styles Of Beyond)	Back Home (Album Version)
Muse	Plug In Baby
Foo Fighters	Big Me
Queens Of The Stone Age	No One Knows
Alter Bridge	Metalingus
Black Eyed Peas	Feel It
Foo Fighters	Times Like These
Lionel Richie	My Love
Bloc Party	Helicopter
1990s	Arcade Precinct
Blind Melon	Soak The Sin (Explicit)
Emil Gilels/Orchestre de la Société des Concerts du Conservatoire/André Cluytens	Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto
Blind Melon	Drive
1990s	Local Science
Alter Bridge	One By One
Foreigner	Waiting For A Girl Like You
Everclear	Father Of Mine
Soda Stereo	Entre Canibales
Madeleine Peyroux	Once In A While
Guns N' Roses	Yesterdays
Faith No More	Epic
Monica	Superman
Travis Tritt	Foolish Pride
Owl City	Dear Vienna
Soda Stereo	En La Ciudad De La Furia
Alesana	The Last Three Letters
Old Crow Medicine Show	The Greatest Hustler Of All
Bon Jovi	I Believe
Guns N' Roses	Patience
Guns N' Roses	Used To Love Her
Bread	If
Green Day	Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version)
High School Musical Cast	Now Or Never
Bowerbirds	Hooves
Switchblade Symphony	Dollhouse
Linkin Park	What I've Done (Album Version)
Josh Turner	Lord Have Mercy On A Country Boy
Bell Biv DeVoe	Poison
Dierks Bentley	Settle For A Slowdown
Days Of The New	How Do You Know You?
Guns N' Roses	Rocket Queen
Dashboard Confessional	The Places You Have Come To Fear The Most
Mötley Crüe	Dr. Feelgood
L.A. Guns	The Ballad Of Jayne
Bitter:Sweet	Don't Forget To Breathe
DAVE MATTHEWS BAND	#40
Cinderella	Shake Me
Peter Bjorn And John	Stay This Way
Phil Collins	Another Day In Paradise
Tegan And Sara	Knife Going In (Album Version)
Laura Marling	Made By Maid
The Verve	She's A Superstar (Edit)
Travis Tritt	T-R-O-U-B-L-E
Echo And The Bunnymen	New Direction (Original Version)
Sev Statik	MIC (Speak Life Album Version)
Brisa Roché	Intermission 1
Phil Collins	That's Just The Way It Is
Bon Jovi	You Give Love A Bad Name
Death Cab for Cutie	You Can Do Better Than Me (Album Version)
Mötley Crüe	Smokin' In The Boys Room
Queen	Who Wants To Live Forever (With Commentary)
Mariah Carey feat. Boyz II Men	One Sweet Day
Mecano	Sólo Soy Una Persona
Colossal	Brave The Elements
Dierks Bentley	Come A Little Closer
Disturbed	Inside The Fire (Album Version)
Melodium	Flacana 16
Xavier Rudd	Stargaze
Herb Alpert And The Tijuana Brass	The Lonely Bull (El Solo Toro)
Green Day	St. Jimmy [feat. Green Day & The Cast Of American Idiot] (Album Version)
Guns N' Roses	You Could Be Mine
Sting / Mary J. Blige	Whenever I Say Your Name
Guns N' Roses	Nightrain
Phoenix	Napoleon Says
Guns N' Roses	Civil War
Phoenix	One Time Too Many
Rammstein	Keine Lust
Soda Stereo	Un Misil En Mi Placard
Guns N' Roses	Mr. Brownstone
Céline Dion	The Power Of Love
LL Cool J	Mama Said Knock You Out
Robin Thicke	Can U Believe
Jay-Z	Heart Of The City (Ain't No Love)
Faith No More	From Out Of Nowhere
Binary Star	Masters Of The Universe
Queen	Under Pressure
Faith No More	Digging The Grave
David Lee Roth	Yankee Rose (Spanish Album Version)
Rammstein	Ich Will
Damian "Jr. Gong" Marley	Trouble
Modern English	I Melt With You
Maroon 5	Nothing Lasts Forever
Carl Dobkins_ Jr.	My Heart Is An Open Book
Extremoduro	Primer movimiento: El sueño
Metallica / Marianne Faithfull	The Memory Remains
Menomena	Air Aid
Molotov	Mas Vale Cholo
Metallica	The Unforgiven II
Interpol	Evil
Phil Collins	Two Hearts
The Notorious B.I.G.	One More Chance (Album Version)
Rosi Golan	Think of Me
Lange	Nearly Home
Third Eye Blind	Can't Get Away (2006 Remastered LP Version)
MC5	Gotta Keep Movin'  (LP Version)
Pretty Ricky	Love Like Honey (amended album version)
Sly & The Family Stone	Hot Fun In The Summertime
D'Angelo	Brown Sugar (Edited)
Cat Stevens	Oh Very Young
Moby	South Side
Eminem / Dr. Dre / 50 Cent	Crack A Bottle
Matisyahu	King Without A Crown
Matisyahu	Warrior
Maxi Priest	Wild World
Metallica	Master Of Puppets
Old 97's	Victoria (LP Version)
House Of Pain	Jump Around (LP Version)
Los Alegres De Teran	Llore Por Tu Amor
MxPx Feat. Mark Hoppus	The Empire
Cat Stevens	Where Do The Children Play?
Paulina Rubio	Un Dia Gris
Stevie Nicks / Tom Petty And The Heartbreakers	Stop Draggin' My Heart Around
Skunk Anansie	Weak
Cat Stevens	Sitting
George Michael	Fastlove
Something Corporate	Break Myself
Tony Marshall	Es liegt nur an Dir
Cat Stevens	Lady D'Arbanville
Floetry	Lay Down
The Temper Trap	Love Lost
Cat Stevens	Hard Headed Woman
Sir Mix-A-Lot	Baby Got Back
Moby	Electricity
Cat Stevens	Wild World
Muse	Stockholm Syndrome
NOFX	It's My Job To Keep Punk Rock Elite
Muse	Butterflies and Hurricanes
Beneath the Massacre	Reign of Terror
Anastacia	Sick and Tired
The Notorious B.I.G.	Big Poppa
Neil Young	Old Man (Album Version)
Shout Out Louds	Go Sadness
Eisbrecher	Adrenalin
Lil Scrappy	Lord Have Mercy (Amended Version)
Bon Iver	Creature Fear
Bon Iver	For Emma
Eric Church	Hell On The Heart
Edward Sharpe & The Magnetic Zeros	Janglin
Beyoncé	Get Me Bodied
Akon	Be With You
Ramones	Chain Saw (Remastered Album Version )
Gary Allan	Tough Little Boys
Big Tymers / Gotti / TQ / Mikkey	Sunny Day
Kiss Kiss Kiss	Broken Hearts
Katy Perry	I'm Still Breathing
Luke Bryan	What Country Is
Alicia Keys	Distance And Time
Gotan Project	Vuelvo Al Sur
1990s	Vondelpark
Céline Dion	Because You Loved Me
David Lanz	Dancing On The (Berlin) Wall (Orchestral Version)
Shakira	Sombra De Ti
John Brown's Body	Feel
SNAP!	Rhythm Is A Dancer 08 (Tom Novy Remix)
TobyMac Featuring Matthew Thiessen	Wonderin' (Feat. Matthew Thiessen)
We The Kings	August Is Over
Jorge Drexler	Deseo
Katy Perry	One Of The Boys
We The Kings	Skyway Avenue
Beyonce & Shakira	Beautiful Liar
Jonas Brothers	Goodnight And Goodbye
Alicia Keys	No One
Jorge Drexler	No Pienses De Mas
Gotan Project	El Capitalismo Foráneo
The All-American Rejects	One More Sad Song
Kansas	Hold On
Van Halen	Dancing In The Street (Remastered Album Version)
Angus & Julia Stone	Hollywood
Jorge Drexler	Todo se transforma (Cara B)
Madeleine Peyroux	Damn The Circumstances
Massive Attack	Girl I Love You
Dido	White Flag
Jorge Drexler	Veneno
Alicia Keys	Slow Down
Jorge Drexler	Guitarra y vos
Cartola	Sala De Recepção
Jonas Brothers	Still In Love With You
Traveling Wilburys	She's My Baby (2007 Remastered LP Version)
Massive Attack	Rush Minute
Rodrigo y Gabriela	VIKING MAN
Four Tops	The Fool On The Hill
Shakira	The Day and the Time (featuring Gustavo Cerati)
Lindsay Lohan	My Innocence
Alicia Keys	Wake Up
Anthrax	Efilnikufesin (N.F.L.)
Miley Cyrus	Start All Over
Ashley Tisdale	Suddenly (Album Version)
Air France	Beach Party
The-Dream	Love vs. Money
Bobby Lee	Faith Works
Alicia Keys	Harlem's Nocturne
Mott The Hoople	Ballad Of Mott The Hoople
Air France	Windmill Wedding
The All-American Rejects	Happy Endings
112	Everyday
The Pussycat Dolls	Love The Way You Love Me
Shakira	Donde Estas Corazon
Traveling Wilburys	Last Night
Steve Miller	Sacrifice
MC5	Poison
Jorge Drexler	Transporte
The Raconteurs	Top Yourself
Jorge Drexler	Don de fluir
Massive Attack	Sly
East Blues Experience	A Prayer
The Velvet Underground / Nico	Femme Fatale
Traveling Wilburys	Cool Dry Place (2007 Remastered LP Version)
Michael Bublé	Some Kind Of Wonderful (Non-Album Track)
Miley Cyrus	The Driveway
Alicia Keys	A Woman's Worth
Shakira	Si Te Vas
Mariah Carey	The Impossible
CPM22	Um Minuto Para O Fim Do Mundo
Al B. Sure!	Killing Me Softly (Album Version)
Shakira	Pienso En Ti
Black Eyed Peas	Shut Up
Jimmy Eat World	The Authority Song
Alicia Keys	Nobody Not Really (Interlude)
Blank Dogs	Ants
Black Eyed Peas	My Humps
Jorge Drexler	Salvapantallas
STEVE CAMP	All That I Need
Sugarland	Settlin'
New Order	True Faith
Fall Out Boy	Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued
Laura Branigan	Gloria (LP/Single Version)
Jorge Drexler	La trama y el desenlace
Lil Scrappy	Like Me (Amended Version)
Fall Out Boy	I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me
Wiz Khalifa	Say Yeah [Radio Edit]
Akon / Sweet Rush	Troublemaker
Dido	Thank You
Tenacious D	The Metal
Jorge Drexler	Eco
Alicia Keys	Streets Of New York (City Life)
Macy Gray	Okay
Shakira	Se Quiere_ Se Mata
Massive Attack	Atlas Air
The Red Jumpsuit Apparatus	Disconnected
The Jon Spencer Blues Explosion	Killer Wolf
Shakira	Tú
Belanova	Mirame
Rihanna / Sean Paul	Break It Off
Enrique Iglesias	No Llores Por Mi
Maroon 5	Makes Me Wonder
Restiform Bodies	Interactive Halloween Bear
Camila	Abrazame
Enrique Iglesias	Escape
Kate Havnevik	Unlike Me
Fall Out Boy	XO
Quantic	Furthest Moment
Shwayze	Don't Be Shy
Bebe	Busco-me
Enrique Iglesias	I Have Always Loved You
Paramore	Hallelujah (Album Version)
Flyleaf	I'm So Sick
Snow Patrol	Crack The Shutters
Aventura	Dile al amor
Fall Out Boy	A Little Less Sixteen Candles_ A Little More "Touch Me
The Police	Don't Stand So Close To Me '86
Suzy Thompson	Kennedy Rag
Clara Hill	Clara meets Slope - Hard To Say
Theory Of A Deadman	Say Goodbye (Album Version)
Sir Elwoodin Hiljaiset Varit	Illan kaunein nainen (Tava-live)
Alceu Valença	Recado Falado (Metrô Da Saudade)
Erin Bode	Here_ There And Everywhere
Primal Scream	Movin' On Up
Dion & The Belmonts	I Wonder Why
Enrique Iglesias	Addicted
The Cardigans	Lovefool
No Doubt	Don't Speak
New Order	Round & Round
Daddy Yankee	Llamado De Emergencia
Pixies	Down To The Well
The Cardigans	Erase / Rewind
Creed	Higher
Don Omar	Salio El Sol
Vaya Con Dios	What's A Woman
Natalie Imbruglia	Torn
Phoenix	Too Young
Lethal Rockerz feat. Adiam	Don't Call Me Baby (Max Flavour Remix)
Kelly Clarkson	Addicted
Marilyn Manson	Great Big White World
Relient K	Faking My Own Suicide
Culture Beat	Mr Vain
Hollywood Undead	The Diary
Hollywood Undead	Bottle And A Gun
John Legend	Coming Home
Keith Sweat	Grind On You (LP Version)
OutKast	Ms. Jackson
All Time Low	Come One_ Come All
Amon Amarth	Asator
Bon Iver	Blood Bank
La Roux	I'm Not Your Toy
Feist	The Limit To Your Love
Cat Power	Blue
Cat Power	Aretha_ Sing One For Me
Florence + The Machine	Between Two Lungs
En Vogue	Don't Let Go (Love)
Iron Maiden	Running Free (1998 Digital Remaster)
Flyleaf	Cassie
My Chemical Romance	Honey_ This Mirror Isn't Big Enough For The Two Of Us
Silverstein	Worlds Apart (Album Version)
Angels and Airwaves	Everything's Magic
Flyleaf	Fully Alive
Bullet For My Valentine	Say Goodnight
Leonard Cohen	I'm Your Man
Gerry Rafferty	Baker Street (Edit)
The Turtles	Elenore
Boys Like Girls	Five Minutes To Midnight
Easy Star All-Stars	Eclipse (featuring The Meditations)
Iron And Wine	Resurrection Fern (Album)
Delerium	Drama
Brooklyn Bounce	Get Ready To Bounce Recall 08
Alice In Chains	Would?
Depeche Mode	It's No Good (Single Version)
The Velvet Underground / Nico	Run Run Run
Garbage	Stupid Girl
Dizmas	Night Divine (On A Search In America Album Version)
The Smiths	This Charming Man
Aloe Blacc	I Need A Dollar
Shakira	Inevitable
Binary Star	New Hip Hop
The Police	Walking On The Moon
Depeche Mode	The Meaning Of Love (Single Version)
Mondo Marcio	Purple Weed
The Smiths	What Difference Does It Make?
The Notorious B.I.G.	Unbelievable (Amended Version)
Pixies	Break My Body
Jack Johnson	Crying Shame
Pixies	Build High
Steve Miller Band	Abracadabra
Pixies	Broken Face
Cat Stevens	The First Cut Is The Deepest
Röyksopp	Alpha Male
Mark Otten	Kalopsia
Steely Dan	Deacon Blues
Paramore	Emergency (Album Version)
Lauryn Hill	Doo Wop (That Thing)
Rage Against The Machine	People Of The Sun
The Decemberists	The Chimbley Sweep
Public Image Ltd	Socialist
Charly García	Say No More
Gregory Isaacs	Fatal Attraction
N.E.R.D.	She Wants To Move (Explicit)
SUMO	Crua Chan
Two Door Cinema Club	I Can Talk
The Killers	Bones
Pixies	Rock A My Soul
Violent Femmes	Blister In The Sun
Cocorosie	Smokey Taboo
The Killers	Sam's Town
Cocorosie	Grey Oceans
Kaiser Chiefs	Ruby
The Smiths	Bigmouth Strikes Again
Faith No More	Easy
The Smiths	Hand In Glove
Roots Manuva	No Love
Luis Fonsi	Aunque Estes Con El
Red Hot Chili Peppers	My Friends (Album Version)
Staind	Please (Explicit Album Version)
LCD Soundsystem	All I Want
Jon McLaughlin	Beautiful Disaster
A Fine Frenzy	Happier
Collective Soul	When The Water Falls (LP Version)
SOJA	You Dont Know Me
Los Pericos	Sin Cadenas
Selena	I Could Fall In Love
Duran Duran	Rio
SOJA	You and Me
The Smiths	Ask
The Smiths	Girlfriend In A Coma
SOJA	Dont Forget
Soda Stereo	Moirè
Donny Osmond	I Can See Clearly Now
Lange	I Believe (DJ Tandu Mix)
Interpol	Slow Hands
Depeche Mode	Personal Jesus
The Killers	Joy Ride
The Four Seasons	Big Girls Don't Cry
Thomas Newman	Cold Lamb Sandwich
The Killers	Neon Tiger
Ordo Rosarius Equilibrio	When We Murdered the World on the Fourteenth of May
Jenny Owen Youngs	Porchrail
Shadows Fall	Root Bound Apollo
Amos Lee	Keep It Loose_ Keep It Tight
Anthrax	One World
Fall Out Boy	Dance_ Dance
Xavier Rudd	Better People
Norma Jean	I Used To Hate Cell Phones But Now I Hate Car Accidents (Bless The Martyr Album Version)
Peter Bjorn And John	Far Away_ By My Side
Dixie Chicks	I'll Take Care Of You
Lily Allen	Him
Aqua	My Oh My
Lily Allen	The Fear
Lauryn Hill Featuring Carlos Santana	To Zion
Ladytron	Commodore Rock
Chrisette Michele	Blame It On Me
Lauryn Hill Featuring D'Angelo	Nothing Even Matters
Kirk Franklin & The Family	Now Behold The Lamb
Alexi Murdoch	Towards The Sun
Naked Eyes	Always Something There To Remind Me
Carlene Carter	Every Little Thing (Album Version)
The Monotones	Book Of Love
Apocalyptica	Refuse / Resist
Pearl Jam	Immortality
Christopher O'Riley	paranoid android
The Decemberists	Margaret In Captivity
Clint Black	Live And Learn
Grizzly Bear	Marla
Cat Stevens	Peace Train
Ke$ha	Party At A Rich Dude's House
Plastilina Mosh_ Ximena Sariñana_ Patricia Lynn	Pervert Pop Song (feat. Ximena Sariñana and Patricia Lynn)
Jason Mraz	Live High (Album Version)
Prince & The Revolution	Kiss (LP Version)
Joshua Radin	Free Of Me
Alexi Murdoch	Blue Mind
Joshua Radin	Everything'll Be Alright (Will's Lullaby)
Lifehouse	Falling In
Cyndi Lauper	Girls Just Want To Have Fun
Toby Keith	As Good As I Once Was
Sonny Boy Williamson	Don't Start Me Talkin'
Nickelback	Someday
Apocalyptica	Pray
Dierks Bentley	Feel That Fire
3 Doors Down	It's Not My Time
Josh Turner	Way Down South
Status Quo	Forty-Five Hundred Times
3 Doors Down	Citizen/Soldier
3 Doors Down	Pages
No Doubt	Tragic Kingdom
Eric Clapton	Willie And The Hand Jive
The Offspring	Genocide
Stone Temple Pilots	Interstate Love Song (LP Version)
Josh Turner	Long Black Train
Bright Eyes	Train Underwater
Confederate Railroad	I Am Just A Rebel (LP Version)
Weezer	Holiday
Dierks Bentley	Sideways
Bright Eyes	Another Travelin' Song (Album Version)
Cooly's Hot Box	Make Me Happy
Ryan Adams	Cherry Lane
Josh Ritter	Curtains
Panic At The Disco	Camisado [Live In Chicago]
Jill Scott	Celibacy Blues
Enya	March Of The Celts
Taking Back Sunday	MakeDamnSure (Album Version)
The Runaways	Born To Be Bad
Snow Patrol	Make This Go On Forever
Miley Cyrus	Kicking And Screaming
Band Of Horses	Evening Kitchen
Pull Tiger Tail	Hurricanes
Ke$ha	Dancing With Tears In My Eyes
Saosin	Finding Home
Epica	The Divine Conspiracy
A Day To Remember	Fast Forward To 2012 (Album Version)
Nirvana	You Know You're Right
John Butler Trio	Don't Wanna See Your Face
Billy Talent	Red Flag (Album Version)
Amos Lee	All My Friends
Eddie Vedder	End Of The Road
THE CHIFFONS	He's So Fine
Little Anthony & The Imperials	Goin' Out Of My Head
Old Crow Medicine Show	Down Home Girl
Jimmy Buffett	He Went To Paris
Bad Company	Burnin' Sky
Of Montreal	Labyrinthian Pomp
Jay & The Americans	Come A Little Bit Closer
Righteous Brothers	(You're My) Soul And Inspiration
Bad Company	Silver_ Blue And Gold
Milli Vanilli	Blame It On The Rain
Old Crow Medicine Show	Caroline
Amos Lee	Bottom Of the Barrel
Nikki Blonsky	Good Morning Baltimore ("Hairspray")
Dispatch	The General
Joe Satriani	Surfing With The Alien
Lauryn Hill	Everything Is Everything
Shirelles	Will You Still Love Me Tomorrow
Aaron Shust	Glory To You (Album Version)
Symphony X	Orion-The Hunter
Billy Idol	Eyes Without A Face
Symphony X	Pharaoh
Mario Lang	Schießt die Deutschen raus
Bloodhound Gang	The Ballad Of Chasey Lain
Spice Girls	Spice Up Your Life (Morales Beats)
Mano Negra	Patchanka
Nelly / Lincoln University Vocal Ensemble	Heart Of A Champion
The Doors	Summer's Almost Gone [New Stereo Mix] (Advanced Resolution)
Rage Against The Machine	Testify
Eminem / Dr. Dre	Say What You Say
Garbage	Supervixen
Mariah Carey	Don't Forget About Us
JoJo	How To Touch A Girl
Z-RO	Free Style (feat. Kevo_ Mussilini & Lyrical 187)
Lil Wayne / Bobby Valentino / Kidd Kidd	Mrs. Officer
Lifehouse	Undone
Usher	Nice & Slow
Ying Yang Twins ft. Pitbull	Shake
Young Money / Shawt Dawg	Pass The Dutch
Stars	Set yourself on fire
Maroon 5	Harder To Breathe
Kanye West / Syleena Johnson	All Falls Down
Band Of Horses	Infinite Arms
Avant	Separated
Maroon 5	Sunday Morning
The Clash	Hateful
Silk	Let's Make Love (LP Version)
Ready For The World	Love You Down
A Tribe Called Quest	Find A Way
Maná	Mariposa traicionera
A Tribe Called Quest featuring Faith Evans	Stressed Out
Machine Head	Bulldozer (Hellalive) (Album Version)
Staind	It's Been Awhile (Clean Edit)
Skillet	The Older I Get (Album Version)
Soul For Real	Candy Rain
Soundgarden	Pretty Noose
Solid Pr Presents	The Unicorns "I was Born (A Unicorn)
Lhasa De Sela	Abro La Ventana
Paramore	Misguided Ghosts (Album Version)
Staind	Epiphany (LP Version)
Red Hot Chili Peppers	Storm In A Teacup (Album Version)
Del The Funky Homosapien	Games Begin
The Kooks	Seaside
Twista feat. Kayne West & Jamie Foxx	Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)
Paramore	Looking Up (Album Version)
The Kooks	Naive
Jack Johnson	Never Know
Razorlight	Golden Touch
Alanis Morissette	Head Over Feet (Album Version)
Hinder	Better Than Me
Julieta Venegas	Andar Conmigo
Red Hot Chili Peppers	She Looks To Me (Album Version)
Chase & Status	End Credits
Alanis Morissette	Hand In My Pocket (Acoustic Album Version)
Jack Johnson	Staple It Together
Barry Manilow	Memory
The Kills	Wait
Ha Ha Tonka	Hold My Feet to the Fire (Album)
Modest Mouse	Dashboard
Animal Collective	No More Runnin
Modest Mouse	Fire It Up
Modest Mouse	Never Ending Math Equation
Modest Mouse	Spitting Venom
Modest Mouse	The Good Times Are Killing Me
Phil Collins	On My Way
Modest Mouse	Bury Me With It
Maria Rita	Cara Valente
Modest Mouse	Ocean Breathes Salty
Modest Mouse	Blame It On The Tetons
Modest Mouse	Black Cadillacs
Iron And Wine	White Tooth Man (Album)
Iron And Wine	Innocent Bones (Album)
Jewel	Standing Still (Album Version)
Modest Mouse	Satin In A Coffin
Leftover Crack	Gang Control
Ayabie	0010
Modest Mouse	Doin' The Cockroach
Modest Mouse	The World At Large
Animal Collective	Taste
Balkan Beat Box	Gross
The Shins	A Comet Appears (Album)
Yolanda Adams	I'm Gonna Be Ready (LP Version)
Animal Collective	Bluish
Del The Funky Homosapien	X-Files
Marisa Monte	Não É Proibido
Iron And Wine	Lovesong of the Buzzard (Album)
Cartola	Verde Que Te Quero Rosa
Iron And Wine	Peace Beneath the City (Album)
Red Hot Chili Peppers	Hey (Album Version)
Explosions In The Sky	Six Days At The Bottom Of The Ocean
Iron And Wine	Carousel (Album)
Animal Collective	Unsolved Mysteries
Bohren & Der Club Of Gore	Schwarze Biene (Black Maja)
Gorilla Zoe	Lost (Explicit Album Version)
We The Kings	All Again For You
Avril Lavigne	Girlfriend (Radio Edit)
Hinder	Lips Of An Angel
Gorilla Zoe featuring Yung Joc	Juice Box featuring Yung Joc (Explicit Album Version)
Nelly / Paul Wall / Ali & Gipp	Grillz
Animal Collective	In The Flowers
Masta Killa	No Said Date
Yung Joc feat Trick Daddy_ Block & Jazze Pha	Chevy Smile (featuring Trick Daddy_ Block & Jazze Pha) (Amended Album Version)
Taylor Swift	Cold As You
Petey Pablo	Didn't I
Yung Joc featuring The Game_ Jim Jones & Block	Cut Throat (feat. The Game_ Jim Jones & Block) (Amended Album Version)
Café Tacvba	Rarotonga
Stelios Kazantzides	Condemn Me Society (Katadikase me koinonia)
Pereza	Lo  Que Tengo Yo Adentro
Big Tymers / TQ / Barewolf	Gimme Some
Popol Vuh	In den Nächten auf den Gassen II
Ativin	Interiors
Josh Groban	Vincent (Starry_ Starry Night) (Album Version)
Jason Mraz	Wordplay (Album Version)
Tracy Chapman	Broken (LP Version)
Yann Tiersen	Dishes
ATB	Hold You
The Decemberists	I Was Meant For the Stage
Bon Iver	Team
Yann Tiersen	Mother's Journey
Yann Tiersen	A Quai
Carrie Underwood	So Small
Second Hand Serenade	Stay Close_ Don't Go
Kanye West / Jay-Z	Diamonds From Sierra Leone
Katie Melua	Piece By Piece
Jonny Lang	Don't Stop (For Anything)
Lisa Loeb	Furious Rose
Luke Bryan	First Love Song
Owl City	I'll Meet You There
DJ Shadow	Mutual Slump
James Blunt	I'll Take Everything  (Album Version)
Bon Iver	The Wolves (Act I and II)
Motörhead	Assassin
Death Cab for Cutie	The Sound of Settling (Album Version)
The Decemberists	Billy Liar
Rufus Wainwright	Gay Messiah
Craig Morgan	Redneck Yacht Club
Darius Rucker	Don't Think I Don't Think About It
Insane Clown Posse	My Axe
Ben Folds	Losing Lisa
Aaron Shust	Give Me Words To Speak
The Blues Brothers	Everybody Needs Somebody To Love
Jamie Cullum	London Skies
Queens Of The Stone Age	River In The Road
The Decemberists	As I Rise
The Cardigans	Been It
Prince	I Feel For You
Prince	Why You Wanna Treat Me So Bad?
Rage Against The Machine	Wake Up (Album Version)
My Chemical Romance	Headfirst For Halos
Foolish Things	Who Can Compare
Billy Talent	Devil In A Midnight Mass
Panic At The Disco	She's A Handsome Woman [Live In Chicago]
Jimmy Eat World	Futures
The Notorious B.I.G.	Everyday Struggle (Album Version)
Billy Talent	Nothing To Lose
The Police	Synchronicity II
Polly Paulusma	Give It Back
Rihanna	The Last Song
Iration	Dream
Mindy Smith	My Holiday
Luke Bryan	Over The River
Faith Hill	The Lucky One (Album Version)
Iration	Wat and See
Astrud Gilberto	Bim Bom
The Notorious B.I.G.	Machine Gun Funk  (Explicit Album Version)
The Decemberists	Red Right Ankle
Mutemath	Noticed (Album Version)
Brad Paisley	Love Is Never-Ending
Aventura	La Nina
Del The Funky Homosapien	Love Is Worth
Cypress Hill	A To The K
Steel Pulse	Tribute To The Martyrs
Throw Rag	Mission's Message
Kate Nash	Birds
Enigma	Silent Warrior
Audion	I Gave You Away
Billy Currington	When She Gets Close To Me
Kate Nash	Skeleton Song
Stars	Soft Revolution
Kate Nash	Kiss That Grrrl
Death Cab for Cutie	No Sunlight (Album Version)
Death Cab for Cutie	A Lack Of Color (Album Version)
Brad Paisley	She's Everything
Frightened Rabbit	Yes_ I Would
Joshua Radin	These Photographs
Casual featuring Del Tha Funkee Homosapien	A Little Something
Immortal Technique	Open Your Eyes
Luke Bryan	Rain Is A Good Thing
Company Flow	Funcrush Scratch
Aly & AJ	Do You Believe In Magic
PJ Harvey	White Chalk
Company Flow	Lencorcism (Interlude)
Air France	Never Content
Tag Team	Whoomp! There It Is
Company Flow	89.9 Detrimental
Nightwish	Ever Dream
PJ Harvey	Before Departure
PJ Harvey	Silence
Nightwish	She Is My Sin
Hollywood Undead	Everywhere I Go
Company Flow	Last Good Sleep
Del The Funky Homosapien	Corner Story
Kid Cudi	Day 'N' Nite
Nightwish	Crownless
PJ Harvey	Broken Harp
Creedence Clearwater Revival	Bad Moon Rising
The Randy Rogers Band	One More Goodbye
The Prodigy	Charly (Trip Into Drum And Bass Version) (Remastered)
Kings Of Convenience	Parallel Lines
Del Tha Funkee Homosapien	Ya Lil' Crumbsnatchers (LP Version)
Kings Of Convenience	Renegade
Every Avenue	Between You And I (Album)
Arcade Fire	Neighborhood #3 (Power Out)
Immortal Technique	That's What It Is
Amanda Seyfried / Ashley Lilley / Rachel McDowall	Honey_ Honey
Amy Adams	That's How You Know
